,audio_data,genre
256,"[-1.64785461e+02  1.23443153e+02  4.22473001e+00  4.88008766e+01
 -5.15333033e+00  2.28480549e+01 -7.80970621e+00  1.92881203e+01
 -1.10210524e+01  2.12566471e+01 -9.74107265e+00  5.16177797e+00
 -6.14353180e+00  5.42323351e+00 -9.92073345e+00  3.90913391e+00
 -7.33053732e+00  1.38603413e+00 -8.84382057e+00 -3.73257828e+00
  8.82171750e-01  7.51935542e-01 -3.43609595e+00 -6.75948334e+00
 -4.08028221e+00 -1.33073974e+00  1.52679169e+00 -3.60417962e+00
 -7.07864380e+00  1.98510158e+00  9.46374989e+00  4.77839947e+00
 -1.30528212e+00 -9.36142254e+00 -3.63134241e+00 -5.90412569e+00
 -2.48595834e+00  2.48440742e+00  6.65988827e+00  3.09417510e+00
  5.49250320e-02  1.36168435e-01  1.46845747e+03  1.29199219e+02]",country
257,"[-1.37860046e+02  1.21520035e+02 -1.32793207e+01  4.33289528e+01
 -1.06953888e+01  1.78598480e+01 -7.95005083e+00  9.10115528e+00
 -1.97910919e+01  9.44209099e+00 -1.96047459e+01  6.90562153e+00
 -1.25497055e+01 -7.61051476e-01 -9.15574074e+00  1.45907235e+00
 -8.29441261e+00 -3.74279332e+00 -6.86895800e+00 -4.74018008e-01
 -8.60400009e+00 -5.07034302e+00 -9.58417833e-01 -6.67101622e-01
  7.61428654e-01  5.69484532e-01 -1.69415736e+00 -5.27251196e+00
 -7.21691322e+00 -6.84790564e+00 -2.75632811e+00  1.18976676e+00
  3.29089671e-01 -5.97058249e+00 -4.47521496e+00 -3.87214088e+00
 -2.69005656e+00 -3.44039798e+00 -2.19283962e+00 -5.48157358e+00
  7.54453065e-02  1.30069524e-01  1.74188849e+03  1.35999178e+02]",country
258,"[-1.01298302e+02  1.20435974e+02 -4.12839711e-01  4.90376930e+01
 -1.58701992e+01  1.98775806e+01 -1.30966215e+01  1.85729275e+01
 -1.57180357e+01  1.52437315e+01 -5.91670990e+00  6.65596962e+00
 -1.03627548e+01  7.08676004e+00 -8.21691132e+00  6.20698881e+00
 -8.38422966e+00  2.92668486e+00 -6.65805149e+00 -1.32423747e+00
 -3.84863424e+00 -1.61403763e+00 -3.38545060e+00 -2.06381106e+00
 -1.63624561e+00 -5.63327312e+00  6.67279005e-01 -1.70475487e-02
  2.56742620e+00  2.79904222e+00  8.66636336e-01 -3.83378959e+00
 -5.28978062e+00 -5.79083347e+00 -1.93710494e+00 -2.46652532e+00
  7.02025712e-01 -1.05982803e-01 -1.28559935e+00 -2.87535191e+00
  7.32871260e-02  1.63780779e-01  1.79671198e+03  1.12347147e+02]",country
259,"[-1.85063370e+02  1.20512108e+02  2.97202244e+01  5.63722191e+01
 -3.02825499e+00  2.22139339e+01 -1.03500443e+01  2.00531216e+01
 -1.36791649e+01  9.17014503e+00 -6.43017101e+00  3.30024648e+00
 -8.73293972e+00  5.00331259e+00 -9.22192860e+00  3.78276324e+00
 -1.01967974e+01  5.90674829e+00 -4.41669369e+00  1.58063149e+00
  3.91780496e+00  4.49080276e+00 -2.07763338e+00 -2.97786546e+00
  2.81885922e-01 -1.11241779e+01 -6.02214909e+00 -3.10962558e+00
 -1.15206945e+00 -1.13406695e-01  3.69988233e-01 -4.38549519e+00
  4.09914351e+00  4.60365200e+00  3.70036912e+00 -8.34613025e-01
 -1.88239467e+00 -2.42097831e+00 -5.17553902e+00 -8.09472466e+00
  5.25349840e-02  1.45422891e-01  1.53540594e+03  1.35999178e+02]",country
260,"[-1.78479492e+02  1.30108032e+02  1.20760660e+01  4.70498314e+01
  2.61166692e+00  2.40994320e+01 -4.62537479e+00  2.27785282e+01
 -1.09297657e+01  1.35343075e+01 -6.80691576e+00  8.72639370e+00
 -6.09590673e+00  4.08165073e+00 -5.15506792e+00  7.86253977e+00
 -5.25598907e+00  3.95900655e+00 -3.13239741e+00 -4.38145924e+00
 -3.07865644e+00 -2.63681698e+00 -6.17718887e+00 -8.27843952e+00
  1.53491879e+00  9.53964174e-01  4.92839336e+00  4.23937511e+00
  2.86475754e+00  1.06770980e+00  4.50127316e+00 -3.44698906e-01
 -9.21861231e-01 -2.38880968e+00 -2.19026542e+00 -2.66944003e+00
 -1.83324385e+00  1.65815270e+00  2.93433094e+00 -9.82058764e-01
  4.29162588e-02  1.40973151e-01  1.37362837e+03  6.98374155e+01]",country
261,"[-1.86331146e+02  1.35869156e+02  5.95040131e+00  4.58377037e+01
 -5.77693605e+00  2.27776031e+01 -1.29926767e+01  1.71258793e+01
 -1.37628698e+01  9.73870659e+00 -8.36543560e+00  6.65482855e+00
 -9.08571053e+00  5.42278194e+00 -6.85629797e+00  1.55703843e+00
 -8.55539513e+00  5.44611454e+00 -4.36989832e+00 -4.71656656e+00
 -4.24569893e+00  5.20138256e-02 -3.07523680e+00  3.23045641e-01
  4.22615862e+00 -4.38968182e+00 -4.59784889e+00 -5.99784279e+00
 -4.75038469e-01  8.64889681e-01  2.88022327e+00 -1.13326836e+00
 -1.09177446e+00  1.51768994e+00  6.99891090e-01 -3.85511374e+00
 -5.69800711e+00 -7.14311457e+00 -5.93036270e+00 -8.37480450e+00
  4.85830403e-02  1.07209198e-01  1.39785524e+03  1.23046875e+02]",country
262,"[-9.41529160e+01  1.09187576e+02 -1.18546715e+01  4.15727158e+01
 -1.94826012e+01  2.38332634e+01 -1.99304638e+01  2.03727951e+01
 -1.72913532e+01  1.65653305e+01 -1.02014427e+01  9.38751030e+00
 -1.00498285e+01  7.79857492e+00 -1.50875025e+01  3.27300668e+00
 -1.04602566e+01  7.53928328e+00 -5.54406691e+00  2.22458172e+00
 -3.14186645e+00 -7.60559440e-01 -3.50843859e+00 -1.97389886e-01
  1.86506557e+00 -5.29900408e+00 -1.81699514e+00 -4.90624475e+00
 -6.71011114e+00 -6.05920267e+00 -6.17430627e-01 -6.09073818e-01
 -1.52518257e-01 -3.44116259e+00 -1.96450388e+00 -2.59273314e+00
 -1.35993052e+00 -4.16175365e+00  7.80242026e-01  1.08660269e+00
  1.02335518e-01  1.30124763e-01  2.16660587e+03  8.91029095e+01]",country
263,"[-1.85414276e+02  1.18495163e+02  1.77957783e+01  4.88690147e+01
 -2.17346597e+00  2.13542824e+01 -8.99456501e+00  2.05335102e+01
 -1.14123230e+01  9.27498627e+00 -5.47816801e+00  5.76184988e+00
 -2.98839378e+00  3.44183874e+00 -6.07571316e+00  1.27151859e+00
 -5.93512106e+00  7.08609295e+00 -2.15684485e+00  4.88772440e+00
  5.53308964e+00  1.36621153e+00  4.39772874e-01  2.03112006e+00
  7.78823185e+00  1.33846760e+00 -3.21686983e-01 -2.47485471e+00
  1.85745585e+00  5.01200628e+00  4.64469528e+00 -6.09697247e+00
 -4.90204430e+00 -4.76167536e+00 -1.96161163e+00 -3.59749150e+00
 -3.46127295e+00 -9.01078463e-01 -8.92555118e-01 -2.53775954e-01
  5.82580330e-02  1.31403401e-01  1.61458792e+03  8.33543347e+01]",country
264,"[-2.17817810e+02  1.28373428e+02 -7.51124239e+00  3.92845993e+01
 -2.54140186e+00  1.81736870e+01 -1.51488123e+01  1.67608032e+01
 -1.52475529e+01  4.89623642e+00 -6.50065279e+00  2.90139437e+00
 -1.14920015e+01 -1.02925383e-01 -1.06175528e+01  2.25664639e+00
 -9.15938663e+00  6.86080074e+00  6.23682213e+00  3.37030745e+00
  4.54741144e+00 -1.71924698e+00 -6.91932678e+00 -7.23941326e+00
  5.21055079e+00 -1.11756945e+00  3.56016308e-01 -1.42267120e+00
 -5.47693634e+00 -8.15326023e+00 -6.36995375e-01 -2.94947815e+00
  4.20284867e-02 -8.79153252e+00 -4.63128471e+00 -3.33364296e+00
 -4.22814083e+00 -1.59147036e+00  5.53173542e-01  5.77519464e+00
  6.00752097e-02  8.25498402e-02  1.51168241e+03  1.35999178e+02]",country
265,"[-2.50857162e+02  1.63074234e+02 -3.87457514e+00  3.01530056e+01
  5.58906078e+00  7.50094032e+00  4.02638626e+00 -2.11641288e+00
 -5.47751284e+00 -1.06212103e+00 -9.98177814e+00  1.81899130e+00
 -8.75383091e+00 -7.04520273e+00 -4.21944189e+00 -8.84170723e+00
 -7.40669727e+00 -3.30036545e+00 -5.14243126e+00 -9.97061062e+00
 -8.49067879e+00 -9.49682522e+00 -6.04712725e+00 -6.42680979e+00
 -2.52380896e+00 -3.94391704e+00 -1.95381665e+00 -1.93218362e+00
 -5.79937887e+00 -6.08014250e+00 -2.04036570e+00  9.14421141e-01
 -8.21130335e-01 -5.30095458e-01 -1.50907695e+00 -4.17932081e+00
 -2.73419046e+00 -2.62932992e+00 -4.93865776e+00 -4.47598314e+00
  3.86682497e-02  1.10528648e-01  8.94539233e+02  1.23046875e+02]",country
266,"[-1.02481804e+02  1.35683746e+02 -4.68844490e+01  3.27388878e+01
 -1.11590958e+01  2.34695435e+01 -9.77900791e+00  1.68970718e+01
 -1.16844816e+01  1.32153063e+01 -7.18296671e+00  4.74621534e+00
 -8.19324589e+00  2.59208775e+00 -2.99573469e+00  6.79608440e+00
 -2.06777596e+00  3.28361893e+00  2.70311713e-01 -4.22029400e+00
 -7.76286507e+00 -7.08439350e+00 -5.13142204e+00 -4.34109688e+00
 -1.57355690e+00 -5.35847139e+00 -4.46611357e+00 -7.04722071e+00
 -4.25196123e+00 -9.03950393e-01  4.91780233e+00 -6.87990546e-01
  2.18216848e+00 -1.02420425e+00 -2.72618532e+00 -3.50757766e+00
 -1.07124937e+00 -3.01787496e+00  1.65882975e-01 -2.25490141e+00
  9.89043316e-02  1.36444986e-01  1.70196201e+03  1.12347147e+02]",country
267,"[-3.28719055e+02  1.67030472e+02  1.30172863e+01  2.88256321e+01
  1.12517700e+01  1.44312906e+01  1.16997128e+01  7.80141544e+00
 -1.17207289e+01  2.38007975e+00 -8.35032082e+00 -3.85279131e+00
 -6.73985291e+00 -5.76121664e+00 -8.24239540e+00 -4.54220009e+00
 -1.05355644e+00 -4.60270166e+00 -2.85949802e+00 -2.23030901e+00
 -1.53273678e+00 -3.50842023e+00 -3.95509100e+00 -3.24310541e+00
 -1.60084784e+00 -4.91554356e+00 -2.99868011e+00 -2.58192611e+00
 -4.12634993e+00 -1.39062476e+00  1.55128086e+00 -1.66211617e+00
 -1.18733835e+00 -2.41823697e+00 -3.31294799e+00 -4.10021830e+00
 -4.95653152e+00 -4.04080200e+00 -2.95600152e+00  1.78263927e+00
  3.53639489e-02  5.54165281e-02  8.58111710e+02  1.29199219e+02]",country
268,"[-2.29493286e+02  1.57299713e+02 -1.67504044e+01  3.18817482e+01
 -1.08054318e-01  1.66487541e+01  1.35766804e+00  1.22125521e+01
 -3.86371017e+00  6.83582401e+00 -4.26737595e+00  1.33413661e+00
 -5.90143871e+00 -4.02286863e+00 -5.25418854e+00 -4.54741049e+00
 -6.79879713e+00 -4.40250444e+00 -4.17196465e+00 -6.34092999e+00
 -5.29999304e+00 -6.91590691e+00 -4.63612986e+00 -3.36588025e-01
 -1.58801055e+00 -4.89509153e+00 -6.36368752e+00 -8.45492077e+00
 -4.21534014e+00 -4.17357653e-01  3.52989459e+00 -3.30164790e+00
 -5.61396456e+00 -4.46436214e+00 -8.97950381e-02 -7.17537045e-01
  6.72638535e-01  1.49959683e+00 -1.20318198e+00 -5.12240410e+00
  5.02359460e-02  8.34524035e-02  1.13107690e+03  1.61499023e+02]",country
269,"[-2.17118042e+02  1.36189453e+02 -1.03632307e+01  5.13776703e+01
  2.59872603e+00  1.51193962e+01 -6.79668784e-01  1.22811089e+01
 -6.22903824e+00  7.80308485e+00 -5.41261387e+00  3.61227822e+00
 -2.79876161e+00 -3.49828690e-01 -5.60493708e-01  3.62677634e-01
 -2.24792051e+00 -2.49541211e+00  4.18537664e+00  3.45377982e-01
 -6.17100620e+00 -8.40804291e+00 -1.19781184e+00 -1.34185421e+00
 -1.14578581e+00 -3.82839656e+00 -3.58609271e+00 -8.08265018e+00
 -3.29666090e+00  5.87603188e+00  1.02295494e+00 -1.08225536e+01
 -3.22185802e+00  1.37383842e+00 -1.91282010e+00 -1.48892629e+00
 -5.31994760e-01 -1.89690793e+00 -4.36627054e+00 -6.57542133e+00
  6.10736750e-02  8.71410295e-02  1.32771020e+03  1.12347147e+02]",country
270,"[-9.93305435e+01  1.17575790e+02 -2.98733540e+01  4.08480682e+01
 -1.52561903e+01  2.79887619e+01 -1.19625311e+01  1.33417654e+01
 -1.13724909e+01  1.05390911e+01 -8.74665070e+00  8.42069435e+00
 -6.83703423e+00  4.46894825e-01 -5.30985546e+00  1.65313077e+00
 -7.35151625e+00  5.22978842e-01 -1.46339333e+00 -5.92133665e+00
  3.85623008e-01 -1.41610610e+00 -2.31532741e+00 -2.51421952e+00
 -1.92023528e+00 -4.53235340e+00 -4.50409241e-02 -3.62092566e+00
 -2.16305733e+00 -4.37273884e+00  4.09429580e-01  3.86950874e+00
  3.71002221e+00 -1.50375855e+00 -3.59938192e+00 -3.58803821e+00
 -2.28840590e+00 -4.12760258e+00 -3.03497434e+00 -2.07349873e+00
  9.47227862e-02  1.44302279e-01  1.93474105e+03  1.12347147e+02]",country
271,"[-1.85854828e+02  1.55270691e+02 -2.50155067e+01  2.05593243e+01
 -3.84067917e+00 -5.79582870e-01 -4.57375813e+00 -5.90145588e+00
 -1.65311050e+01 -4.48064327e-01 -1.62995815e+01 -4.21239948e+00
 -1.68046799e+01 -4.54910898e+00 -8.36304665e+00 -9.98212147e+00
 -7.76738310e+00 -8.34951305e+00 -6.84929514e+00 -1.01963749e+01
 -7.19237614e+00 -6.41051722e+00 -6.09022665e+00 -5.84727190e-02
 -3.41423392e+00 -7.22778130e+00 -5.04005766e+00 -5.76607275e+00
 -1.23866212e+00  6.10474586e-01 -2.24576235e+00 -4.16114092e+00
 -3.19960928e+00 -4.01628137e-01  1.36941457e+00 -1.36994195e+00
 -2.77072883e+00 -4.94769812e+00 -3.05784297e+00 -3.52730966e+00
  6.05177972e-02  1.18370153e-01  1.26149874e+03  1.43554688e+02]",country
272,"[-9.62462769e+01  1.31924423e+02 -2.63417778e+01  3.59754677e+01
 -2.28101578e+01  1.44954472e+01 -1.18458815e+01  1.18145828e+01
 -2.12242203e+01  1.15479774e+01 -1.29309053e+01  7.18819237e+00
 -1.39413319e+01  2.95354486e+00 -5.02831125e+00  1.53374910e+00
 -4.39159107e+00  2.55182552e+00 -5.36004925e+00 -5.97114706e+00
 -9.43767357e+00 -4.18300295e+00 -4.53468704e+00 -7.01140165e-01
  1.48378611e+00 -2.68855619e+00 -4.28484726e+00 -7.21074581e+00
 -5.78168392e+00 -2.12777591e+00  1.14657593e+00 -1.45870149e+00
 -2.92063570e+00 -6.63749838e+00 -3.41925240e+00 -2.54707360e+00
  3.83942461e+00  2.99405789e+00  4.39994669e+00 -7.10744977e-01
  8.22699149e-02  1.56607926e-01  1.71133301e+03  1.51999081e+02]",country
273,"[-1.67006683e+02  1.32470901e+02 -1.73089828e+01  4.69216461e+01
 -3.63832521e+00  2.09379616e+01 -8.82593250e+00  8.53376770e+00
 -1.51420393e+01  8.10665226e+00 -1.69443493e+01  6.66193581e+00
 -1.09347086e+01  1.10283792e+00 -6.29203892e+00 -3.63585997e+00
 -7.38487816e+00 -2.17081881e+00 -3.83529091e+00 -9.65908813e+00
 -6.62133813e-01 -4.13068867e+00 -7.89618158e+00 -6.77411652e+00
 -5.95027018e+00 -7.20418406e+00 -2.31707931e+00  1.07380196e-01
 -7.74151742e-01 -5.25777531e+00 -4.29521561e+00 -2.78824949e+00
  2.57071161e+00  8.28224480e-01 -1.79738390e+00 -4.84726048e+00
 -4.58440256e+00 -7.30500078e+00 -2.70100522e+00 -8.80947530e-01
  6.97362299e-02  9.58199278e-02  1.54890639e+03  1.51999081e+02]",country
274,"[-2.07243576e+02  1.30937988e+02 -1.85072708e+01  3.33012390e+01
 -3.93449855e+00  1.53813763e+01 -6.39379692e+00  2.94860268e+00
 -1.67811527e+01  7.07905626e+00 -8.59519291e+00  4.79971838e+00
 -1.22493620e+01 -1.01358449e+00 -4.54579592e+00 -6.06782436e+00
 -5.53667259e+00 -2.36928177e+00 -6.53888893e+00 -5.89974451e+00
 -6.93126583e+00 -8.58514118e+00 -6.52632570e+00 -5.02001667e+00
 -3.83805084e+00 -6.98337889e+00 -5.43202698e-01 -1.77634299e+00
 -3.65232497e-01 -1.10956550e+00 -5.74615622e+00 -7.46760941e+00
 -5.16534662e+00 -1.52425933e+00  2.65758014e+00 -6.89088166e-01
 -1.83938456e+00 -5.39319468e+00 -5.33043766e+00 -4.93331766e+00
  7.11281903e-02  8.22955370e-02  1.53405022e+03  1.35999178e+02]",country
275,"[-6.09182510e+01  1.05479538e+02 -1.69083767e+01  4.07157211e+01
 -1.50268393e+01  3.60333519e+01 -1.28120832e+01  1.74872589e+01
 -1.67412376e+01  1.17630301e+01 -1.01371536e+01  1.31968021e+01
 -1.22094221e+01  2.34991217e+00 -1.21922598e+01  6.44094467e+00
 -1.78992009e+00  6.32835674e+00 -1.33176601e+00 -2.79948354e+00
 -8.59586430e+00 -4.57883120e+00 -4.31633759e+00 -1.17550087e+00
 -5.35408735e+00 -1.60885441e+00 -3.51677823e+00 -7.38513041e+00
 -3.40040421e+00 -4.64610815e+00 -2.79869294e+00 -2.89282370e+00
  2.13370538e+00 -2.45075607e+00 -4.16111422e+00 -5.18090868e+00
 -1.59583771e+00  2.22285914e+00  1.27276230e+00 -6.71734953e+00
  1.13718551e-01  1.79672748e-01  2.18713403e+03  9.57031250e+01]",country
276,"[-1.83984375e+02  1.59799484e+02 -2.31376915e+01  4.30226212e+01
 -9.47062683e+00  8.82590580e+00 -1.65585971e+00  4.34917307e+00
 -1.33712616e+01  8.31222355e-01 -1.39694901e+01  1.44477415e+00
 -7.38075161e+00  6.11561954e-01 -3.39139342e+00 -3.59195971e+00
 -9.06987762e+00 -3.16783166e+00 -4.07324696e+00 -7.05679178e+00
 -4.82380199e+00 -7.96789789e+00 -4.55241776e+00 -2.63166475e+00
 -2.53863430e+00 -5.50082541e+00 -4.63532543e+00 -7.10414028e+00
 -4.34731531e+00 -3.27493000e+00  3.53369005e-02 -3.69234014e+00
 -4.58225203e+00 -2.81965613e+00 -3.59075832e+00 -3.80377102e+00
 -1.62216246e+00 -3.96648502e+00 -1.82378328e+00 -1.58934128e+00
  6.64987704e-02  1.28286958e-01  1.32161585e+03  1.43554688e+02]",country
277,"[-1.18214760e+02  1.52955704e+02 -4.65124283e+01  3.11216354e+01
 -1.72986870e+01  6.28256178e+00 -3.69624138e+00  1.30585938e+01
 -1.31422205e+01  1.57048626e+01 -1.30885019e+01  5.70853996e+00
 -1.06949081e+01  1.01372445e+00 -6.70120716e+00  2.58854198e+00
 -9.80569077e+00  1.51280090e-01 -3.46210623e+00 -7.41514921e+00
  1.55850792e+00 -3.28286958e+00 -7.65416384e+00 -5.37751341e+00
 -3.23870635e+00 -3.88523078e+00  3.97016001e+00 -1.66387212e+00
 -3.57027435e+00 -7.37791538e+00  4.32769477e-01  1.74943709e+00
 -1.20113349e+00 -5.23648977e+00 -5.08902264e+00 -8.12310886e+00
 -1.91915607e+00  2.19878721e+00  5.52648687e+00  3.33118224e+00
  8.78218955e-02  1.31412566e-01  1.51307095e+03  9.22851562e+01]",country
278,"[-3.02410675e+02  1.50116394e+02 -3.71383882e+00  2.69519596e+01
 -2.61417300e-01  1.35060616e+01  7.23389387e+00  4.22710609e+00
  1.75785136e+00  6.57122564e+00 -5.00728071e-01  7.90612555e+00
  1.32470381e+00  4.77417797e-01  8.79676640e-02 -3.19849133e+00
 -1.82584679e+00  8.78718019e-01  5.78326225e-01 -3.15656805e+00
 -4.88819647e+00 -2.87293053e+00 -9.23007429e-01 -2.23138142e+00
 -5.66836536e-01 -3.34079242e+00 -2.74520016e+00 -1.71918309e+00
 -3.55893791e-01 -1.90885603e+00  1.16377972e-01  1.14238632e+00
 -1.63580525e+00 -1.06375444e+00 -3.70727062e+00 -3.16163969e+00
 -1.94671202e+00 -3.94677329e+00 -3.98964787e+00 -1.25397289e+00
  4.98956974e-02  4.33141924e-02  1.14488856e+03  1.29199219e+02]",country
279,"[-2.29056778e+02  1.80330032e+02  4.53721189e+00  2.41711082e+01
  1.09114337e+00  4.01537561e+00 -6.00648689e+00  1.90286505e+00
 -1.31290483e+01  1.59859248e-02 -1.35007715e+01  1.59094310e+00
 -1.34221563e+01 -5.68733978e+00 -7.60393238e+00 -9.79261112e+00
 -3.78512645e+00 -4.79485130e+00 -4.71345568e+00 -2.95975280e+00
 -1.73961186e+00 -3.45092487e+00 -6.15252924e+00  1.22151740e-01
 -2.49625761e-02 -2.61245131e+00 -7.60423958e-01 -3.78856635e+00
 -4.68052244e+00 -4.66490316e+00 -2.78196383e+00 -7.12109327e-01
  4.62891936e-01 -1.41907263e+00 -2.34346342e+00 -1.45494807e+00
  5.14980793e-01 -2.91772771e+00 -2.61142802e+00 -3.20395851e+00
  4.57606010e-02  1.15248747e-01  9.63654237e+02  8.07495117e+01]",country
280,"[-1.01020874e+02  1.11619041e+02 -1.31490669e+01  4.46068039e+01
 -5.94552994e+00  2.93388672e+01 -7.94422054e+00  1.95917110e+01
 -2.24310932e+01  1.72659359e+01 -1.78163719e+01  1.14035730e+01
 -1.24587927e+01  1.64459503e+00 -8.51632118e+00  2.72551799e+00
 -7.29442358e+00  4.87514257e+00 -1.20570874e+00 -1.29879391e+00
 -7.35830116e+00 -3.11931133e+00 -4.65722418e+00 -1.21600473e+00
 -3.13772011e+00 -3.64727557e-01 -1.75590301e+00 -4.01384687e+00
  2.56072968e-01 -7.20625997e-01 -1.38519013e+00 -5.45438957e+00
 -3.07829499e+00  8.25988173e-01  3.47740459e+00 -1.75252557e+00
 -7.85041451e-02 -1.54828894e+00  2.11223766e-01 -3.95844221e+00
  8.93611333e-02  1.53191209e-01  2.04924628e+03  9.93840144e+01]",country
281,"[-7.41576309e+01  1.07610352e+02 -2.11883678e+01  4.72163048e+01
 -5.98458433e+00  1.77949905e+01 -2.04066238e+01  1.49786215e+01
 -1.59714375e+01  1.57324581e+01 -1.46643438e+01  1.06800365e+01
 -1.01308470e+01  4.45170355e+00 -7.64930773e+00  6.92825413e+00
 -9.01634216e+00  4.17188883e+00 -3.74968743e+00 -3.58986688e+00
 -7.07116604e+00 -6.50498509e-01 -4.22801161e+00  5.51269725e-02
 -1.61828443e-01 -2.68161297e+00 -3.42262578e+00 -1.61127543e+00
  6.61565006e-01 -8.74479234e-01  3.06811428e+00  2.30956721e+00
  1.69240844e+00  5.31699359e-01 -1.43160331e+00 -5.27688789e+00
 -1.97530079e+00 -2.60966587e+00  4.03132856e-01 -1.64214325e+00
  1.01047784e-01  1.67830959e-01  2.10229018e+03  8.91029095e+01]",country
282,"[-6.85747757e+01  1.01349686e+02 -1.68994007e+01  5.15078545e+01
 -1.02404938e+01  2.00575218e+01 -2.17871284e+01  1.55196009e+01
 -1.87889919e+01  1.63426495e+01 -1.78967190e+01  1.21108427e+01
 -1.31958227e+01  3.88289595e+00 -8.87757397e+00  5.02182627e+00
 -9.82120037e+00  6.53564739e+00 -4.50660944e+00 -1.81121910e+00
 -5.59962082e+00  7.61147588e-02 -6.65321970e+00 -1.00450051e+00
 -1.60418069e+00  1.76616430e-01 -1.88809037e+00 -1.25268888e+00
 -2.30217695e+00 -4.26243591e+00 -4.92037868e+00 -4.43540239e+00
 -3.58768962e-02  6.52792871e-01  1.94455445e+00 -5.40232956e-01
  1.77601409e+00 -1.79017007e+00 -1.15036809e+00 -2.81908774e+00
  1.06063147e-01  1.66484058e-01  2.25341479e+03  1.17453835e+02]",country
283,"[-1.48537079e+02  1.41287170e+02 -1.59049072e+01  4.46647530e+01
  9.87061977e-01  1.36702528e+01 -1.32411137e+01  1.26545315e+01
 -1.17080212e+01  1.21623373e+01 -1.04827890e+01  9.91788864e+00
 -5.06925154e+00  1.35436749e+00 -5.59595466e-01  2.86425090e+00
 -8.09395981e+00  2.11288881e+00 -2.48248148e+00 -4.43235970e+00
  8.83363008e-01  2.70093060e+00 -2.05503321e+00 -2.69062090e+00
 -2.39617395e+00 -1.88907409e+00 -1.75021088e+00  4.02150542e-01
  1.66322494e+00 -2.27865911e+00 -5.10555089e-01 -1.64157480e-01
  4.69792557e+00  1.07066095e+00  8.08122456e-01 -4.21794844e+00
 -1.18679869e+00 -3.74449587e+00 -3.27594090e+00 -1.75081027e+00
  5.95446334e-02  1.31012604e-01  1.43611166e+03  1.43554688e+02]",country
284,"[-8.02308426e+01  1.08203285e+02 -2.38312836e+01  5.26217384e+01
 -6.41353846e+00  1.50643787e+01 -1.76386528e+01  9.73131466e+00
 -1.61725845e+01  8.90453148e+00 -1.59606037e+01  8.00168610e+00
 -1.07084846e+01  4.56262541e+00 -4.96590519e+00  3.98724532e+00
 -9.80682755e+00  2.68391848e+00 -8.18760300e+00 -5.23667812e+00
 -4.47662163e+00 -1.29938972e+00 -5.28193521e+00 -9.05004084e-01
  7.48617589e-01 -1.87193453e+00 -2.86140227e+00 -2.64080381e+00
 -1.45132279e+00 -4.01351833e+00 -1.75104702e+00 -5.41991901e+00
 -6.52585149e-01 -2.83106595e-01  3.85373497e+00  8.01395357e-01
  1.59902048e+00 -4.20091486e+00 -3.03563619e+00 -3.38667464e+00
  9.29928431e-02  1.80608943e-01  1.96495617e+03  1.72265625e+02]",country
285,"[-1.46034058e+02  1.24633896e+02 -1.79237766e+01  4.92462502e+01
 -1.63729891e-01  2.27839108e+01 -7.18013144e+00  1.67485447e+01
 -9.71323013e+00  1.54364367e+01 -7.63250303e+00  1.09154119e+01
 -3.45833039e+00  5.42892885e+00 -4.93432093e+00  5.12098551e+00
 -8.04867840e+00  2.63937354e+00 -1.85937524e+00 -3.42135549e+00
 -9.54381406e-01 -1.07157350e+00 -3.18223000e+00 -2.73795772e+00
 -5.28345048e-01 -3.27395678e+00 -1.32227886e+00 -1.00679195e+00
 -3.30252349e-01 -2.90803838e+00  4.27581596e+00  1.42507541e+00
  1.71706438e-01 -2.80099082e+00 -2.18064904e+00 -5.56861925e+00
 -1.07901239e+00 -1.62713742e+00 -6.36155963e-01 -2.44035721e+00
  6.92675857e-02  1.35407269e-01  1.59631923e+03  1.43554688e+02]",country
286,"[-1.22428909e+02  1.11490433e+02 -1.37000046e+01  5.38505096e+01
 -2.67924285e+00  1.97001762e+01 -1.41241455e+01  1.37531357e+01
 -1.40277300e+01  1.46310968e+01 -1.39932375e+01  9.22783947e+00
 -1.05542946e+01  3.01507521e+00 -8.30368233e+00  5.08666039e+00
 -9.63565922e+00  4.32538033e+00 -5.68136215e+00 -1.66001594e+00
 -3.02441359e+00  1.44285405e+00 -5.24064350e+00 -1.60763100e-01
 -6.81129634e-01 -4.09907532e+00 -2.91766977e+00 -1.13117635e+00
  1.39022321e-02 -7.47825146e-01  8.73366177e-01 -3.43875980e+00
 -1.91097593e+00 -4.36397839e+00 -1.74939108e+00 -5.02527571e+00
 -1.42855608e+00 -1.29055512e+00  4.69818294e-01 -2.34429479e+00
  7.82847393e-02  1.33554772e-01  1.87943718e+03  1.17453835e+02]",country
